Accountable Organization,Accountable Sub Organization,Installation Code,Installation Name,Site UID,Legacy Site Code,Site Name,RPA UID,Facility Number,Operational Status Code,Operational Status Name,RPA Type Code,RPA Type Desc,RPA Interest Type Code,RPA Interest Type Desc,RPA Predominant Design Use Catcode,RPA Predominant Design Use Catcode Desc,Design Use Catcode,Design Use Catcode Desc,Design Use Fac Code,Design Use Fac Code Name,Asset Configuration Primary UM Qty,Asset Configuration Primary UM Code,Asset Configuration Secondary UM Qty,,Category
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212309,275,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",61050,"ADMINISTRATION BUILDING, GENERAL PURPOSE",61050,"ADMINISTRATION BUILDING, GENERAL PURPOSE",6100,General Administrative Building,6743,SF,0,,9
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212309,275,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",61050,"ADMINISTRATION BUILDING, GENERAL PURPOSE",61065,TECHNICAL LIBRARY,6100,General Administrative Building,1000,SF,0,,9
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212309,275,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",61050,"ADMINISTRATION BUILDING, GENERAL PURPOSE",61075,COURTROOM,6100,General Administrative Building,1100,SF,0,,9
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212311,623,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,17120,GENERAL INSTRUCTION BUILDING,1711,General Purpose Instruction Building,20412,SF,0,,10
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212312,621,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,17120,GENERAL INSTRUCTION BUILDING,1711,General Purpose Instruction Building,28361,SF,0,,10
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212312,621,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,17136,AUTOMATION-AIDED INSTRUCTIONAL BUILDING,1712,Applied Instruction Building,3629,SF,0,,10
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212313,619,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,17136,AUTOMATION-AIDED INSTRUCTIONAL BUILDING,1712,Applied Instruction Building,2939,SF,0,,10
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212313,619,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,17120,GENERAL INSTRUCTION BUILDING,1711,General Purpose Instruction Building,19979,SF,0,,10
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212314,620,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,17120,GENERAL INSTRUCTION BUILDING,1711,General Purpose Instruction Building,37138,SF,0,,10
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212314,620,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,17136,AUTOMATION-AIDED INSTRUCTIONAL BUILDING,1712,Applied Instruction Building,2599,SF,0,,10
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212315,247,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",75020,BASEBALL FIELD,75020,BASEBALL FIELD,7522,Athletic Field,1,EA,0,,18
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212368,13510,ACT,Active,LS,Linear Structure,FEE,"U.S. Government owned property, DoD Accountability",13510,"COMMUNICATION LINES, UNDERGROUND",13510,"COMMUNICATION LINES, UNDERGROUND",1351,Communications Lines,13,MI,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212369,13511,ACT,Active,LS,Linear Structure,FEE,"U.S. Government owned property, DoD Accountability",13510,"COMMUNICATION LINES, UNDERGROUND",13510,"COMMUNICATION LINES, UNDERGROUND",1351,Communications Lines,10,MI,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212371,277,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",61050,"ADMINISTRATION BUILDING, GENERAL PURPOSE",61050,"ADMINISTRATION BUILDING, GENERAL PURPOSE",6100,General Administrative Building,9062,SF,0,,9
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212372,87190,ACT,Active,LS,Linear Structure,FEE,"U.S. Government owned property, DoD Accountability",85110,"CANTONMENT AREA ROADS, PAVED",85110,"CANTONMENT AREA ROADS, PAVED",8511,"Road, Surfaced",8302,SY,0,LF,
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212373,274,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,17120,GENERAL INSTRUCTION BUILDING,1711,General Purpose Instruction Building,3784,SF,0,,10
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212373,274,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,61050,"ADMINISTRATION BUILDING, GENERAL PURPOSE",6100,General Administrative Building,2866,SF,0,,9
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212429,81261,ACT,Active,S,Structure,EASE,Easement,81230,EXTERIOR LIGHTING,81230,EXTERIOR LIGHTING,8122,"Exterior Lighting, Pole",64.99,EA,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212430,835,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",72121,"TRANSIENT UPH, ADVANCED INDIVIDUAL TRAINEES (AIT)",72111,ENLISTED UNACCOMPANIED PERSONNEL HOUSING,7210,Enlisted Unaccompanied Personnel Housing,23032,SF,88,PN,4
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212431,836,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",72121,"TRANSIENT UPH, ADVANCED INDIVIDUAL TRAINEES (AIT)",72111,ENLISTED UNACCOMPANIED PERSONNEL HOUSING,7210,Enlisted Unaccompanied Personnel Housing,23460,SF,0,PN,4
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212432,87250,ACT,Active,LS,Linear Structure,FEE,"U.S. Government owned property, DoD Accountability",87250,GATE,87250,GATE,8721,Boundary Fence and Wall,321,LF,0,,21
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212433,618,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,13135,PHOTO LAB,1441,Photo/TV Production Building,1092,SF,0,,7
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212433,618,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,17120,GENERAL INSTRUCTION BUILDING,1711,General Purpose Instruction Building,15463,SF,0,,10
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212434,631,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,17120,GENERAL INSTRUCTION BUILDING,1711,General Purpose Instruction Building,3646,SF,0,,10
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212434,631,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,17136,AUTOMATION-AIDED INSTRUCTIONAL BUILDING,1712,Applied Instruction Building,2036,SF,0,,10
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212491,650,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",72121,"TRANSIENT UPH, ADVANCED INDIVIDUAL TRAINEES (AIT)",72111,ENLISTED UNACCOMPANIED PERSONNEL HOUSING,7210,Enlisted Unaccompanied Personnel Housing,23676,SF,0,PN,4
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212492,652,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",72121,"TRANSIENT UPH, ADVANCED INDIVIDUAL TRAINEES (AIT)",72111,ENLISTED UNACCOMPANIED PERSONNEL HOUSING,7210,Enlisted Unaccompanied Personnel Housing,23533,SF,0,PN,4
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212493,651,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",72121,"TRANSIENT UPH, ADVANCED INDIVIDUAL TRAINEES (AIT)",72111,ENLISTED UNACCOMPANIED PERSONNEL HOUSING,7210,Enlisted Unaccompanied Personnel Housing,23429,SF,132,PN,4
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212494,81241,ACT,Active,LS,Linear Structure,PRIV,"Owned by Private Entity (franchise, bank, etc.)",81241,OVERHEAD ELECTRIC LINES,81241,OVERHEAD ELECTRIC LINES,8121,"Electrical Power Distribution Line, Overhead",44280,LF,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212495,45210,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",45210,"OPEN STORAGE AREA, INSTALLATION",45210,"OPEN STORAGE AREA, INSTALLATION",4521,"Open Storage, Installation",9213,SY,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212496,45290,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",45210,"OPEN STORAGE AREA, INSTALLATION",45210,"OPEN STORAGE AREA, INSTALLATION",4521,"Open Storage, Installation",92,SY,0,,
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212497,637,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17136,AUTOMATION-AIDED INSTRUCTIONAL BUILDING,17136,AUTOMATION-AIDED INSTRUCTIONAL BUILDING,1712,Applied Instruction Building,5682,SF,0,,10
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212621,219,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",73016,POLICE/MP STATION,73016,POLICE/MP STATION,7313,Police Station,659,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212622,356,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",72010,ARMY LODGING,72010,ARMY LODGING,7441,Transient Lodging,2033,SF,0,,3
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212623,358,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",61050,"ADMINISTRATION BUILDING, GENERAL PURPOSE",72010,ARMY LODGING,7441,Transient Lodging,2252,SF,0,,3
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212624,359,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",72010,ARMY LODGING,72010,ARMY LODGING,7441,Transient Lodging,1563,SF,0,,3
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212625,354,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",72010,ARMY LODGING,72010,ARMY LODGING,7441,Transient Lodging,2460,SF,0,,3
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212626,841,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",72111,ENLISTED UNACCOMPANIED PERSONNEL HOUSING,72111,ENLISTED UNACCOMPANIED PERSONNEL HOUSING,7210,Enlisted Unaccompanied Personnel Housing,23032,SF,0,PN,4
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212627,272,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,17120,GENERAL INSTRUCTION BUILDING,1711,General Purpose Instruction Building,2758,SF,0,,10
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212627,272,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,61050,"ADMINISTRATION BUILDING, GENERAL PURPOSE",6100,General Administrative Building,2900,SF,0,,9
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212628,627,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",72121,"TRANSIENT UPH, ADVANCED INDIVIDUAL TRAINEES (AIT)",14185,COMPANY HEADQUARTERS BUIDLING,6101,Small Unit Headquarters Building,10973,SF,0,,12
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212628,627,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",72121,"TRANSIENT UPH, ADVANCED INDIVIDUAL TRAINEES (AIT)",72210,DINING FACILITY,7220,Dining Facility,10494,SF,248,PN,6
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212628,627,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",72121,"TRANSIENT UPH, ADVANCED INDIVIDUAL TRAINEES (AIT)",72111,ENLISTED UNACCOMPANIED PERSONNEL HOUSING,7210,Enlisted Unaccompanied Personnel Housing,53573,SF,0,PN,4
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212628,627,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",72121,"TRANSIENT UPH, ADVANCED INDIVIDUAL TRAINEES (AIT)",14183,BATTALION HEADQUARTERS BUILDING,6102,Large Unit Headquarters Building,5246,SF,0,,12
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212683,433,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71113,"FAMILY HOUSING, LT COLONEL AND MAJOR",71113,"FAMILY HOUSING, LT COLONEL AND MAJOR",7110,Family Housing Dwelling,2997,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212684,434,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71113,"FAMILY HOUSING, LT COLONEL AND MAJOR",71113,"FAMILY HOUSING, LT COLONEL AND MAJOR",7110,Family Housing Dwelling,3046,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212685,435,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71410,"GARAGE, FAMILY HOUSING,",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,447,SF,2,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212686,437,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71111,"FAMILY HOUSING, GENERAL OFFICER",71111,"FAMILY HOUSING, GENERAL OFFICER",7110,Family Housing Dwelling,3938,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212687,444,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,1244,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212688,445,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,1244,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212689,446,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71410,"GARAGE, FAMILY HOUSING,",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,412,SF,2,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212690,447,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",71114,"FAMILY HOUSING, COMPANY GRADE AND WARRANT OFFICER",7110,Family Housing Dwelling,1250,SF,1,FA,2
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,212691,448,ACT,Active,B,Building,MHPI,Military Housing Privatization Initiative,71410,"GARAGE, FAMILY HOUSING,",71410,"GARAGE, FAMILY HOUSING,",7141,Family Housing Garage,412,SF,2,VE,
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,966932,423,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",54010,DENTAL CLINIC,54010,DENTAL CLINIC,5400,Dental Facility,11000,SF,0,,8
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,966933,829,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",72121,"TRANSIENT UPH, ADVANCED INDIVIDUAL TRAINEES (AIT)",72111,ENLISTED UNACCOMPANIED PERSONNEL HOUSING,7210,Enlisted Unaccompanied Personnel Housing,23100,SF,88,PN,4
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1053545,115,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",14113,ACCESS CONTROL FACILITY,14113,ACCESS CONTROL FACILITY,1498,Security Support Building,1350,SF,0,,12
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1053546,203,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",14113,ACCESS CONTROL FACILITY,14113,ACCESS CONTROL FACILITY,1498,Security Support Building,800,SF,0,,12
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1053547,421,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",14113,ACCESS CONTROL FACILITY,14113,ACCESS CONTROL FACILITY,1498,Security Support Building,690,SF,0,,12
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1053548,608,ACT,Active,LS,Linear Structure,FEE,"U.S. Government owned property, DoD Accountability",87250,GATE,87250,GATE,8721,Boundary Fence and Wall,1,LF,0,,21
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1053549,612,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",14113,ACCESS CONTROL FACILITY,14113,ACCESS CONTROL FACILITY,1498,Security Support Building,800,SF,0,,12
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056000,BBQ05,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",75085,RECREATION/PICNIC AREA,75085,RECREATION/PICNIC AREA,7516,Outdoor Recreation Area,1,EA,0,,18
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056001,SHE09,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",73056,SMOKING SHELTER,73056,SMOKING SHELTER,7384,Personnel/Equipment Shelter,10,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056066,799,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",69010,FLAGPOLE,69010,FLAGPOLE,6900,"Administrative Structure, Other Than Buildings",1,EA,0,,21
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056075,SHEL6,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",73056,SMOKING SHELTER,73056,SMOKING SHELTER,7384,Personnel/Equipment Shelter,12,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056076,SHEL7,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",73056,SMOKING SHELTER,73056,SMOKING SHELTER,7384,Personnel/Equipment Shelter,25,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056077,SHEL8,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",73056,SMOKING SHELTER,73056,SMOKING SHELTER,7384,Personnel/Equipment Shelter,12,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056078,VEN01,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",73070,MISCELLANEOUS SHED,73070,MISCELLANEOUS SHED,7384,Personnel/Equipment Shelter,6,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056084,0344A,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",73056,SMOKING SHELTER,73056,SMOKING SHELTER,7384,Personnel/Equipment Shelter,12,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056085,BBQ01,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",75085,RECREATION/PICNIC AREA,75085,RECREATION/PICNIC AREA,7516,Outdoor Recreation Area,1,EA,0,,18
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056086,BBQ03,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",75085,RECREATION/PICNIC AREA,75085,RECREATION/PICNIC AREA,7516,Outdoor Recreation Area,1,EA,0,,18
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056087,BBQ04,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",75085,RECREATION/PICNIC AREA,75085,RECREATION/PICNIC AREA,7516,Outdoor Recreation Area,1,EA,0,,18
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056088,BBQ06,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",75085,RECREATION/PICNIC AREA,75085,RECREATION/PICNIC AREA,7516,Outdoor Recreation Area,1,EA,0,,18
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056089,BBQ07,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",75085,RECREATION/PICNIC AREA,75085,RECREATION/PICNIC AREA,7516,Outdoor Recreation Area,1,EA,0,,18
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056090,BBQ08,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",75085,RECREATION/PICNIC AREA,75085,RECREATION/PICNIC AREA,7516,Outdoor Recreation Area,1,EA,0,,18
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056091,BIK01,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",73070,MISCELLANEOUS SHED,73070,MISCELLANEOUS SHED,7384,Personnel/Equipment Shelter,12,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056092,BIK02,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",73070,MISCELLANEOUS SHED,73070,MISCELLANEOUS SHED,7384,Personnel/Equipment Shelter,12,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056093,BIK03,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",73070,MISCELLANEOUS SHED,73070,MISCELLANEOUS SHED,7384,Personnel/Equipment Shelter,10,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056094,BIK04,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",73070,MISCELLANEOUS SHED,73070,MISCELLANEOUS SHED,7384,Personnel/Equipment Shelter,12,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056095,BIK05,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",73070,MISCELLANEOUS SHED,73070,MISCELLANEOUS SHED,7384,Personnel/Equipment Shelter,12,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056096,SHE10,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",73056,SMOKING SHELTER,73056,SMOKING SHELTER,7384,Personnel/Equipment Shelter,10,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056097,SHEL1,ACT,Active,S,Structure,OTHR,Other,73056,SMOKING SHELTER,73056,SMOKING SHELTER,7384,Personnel/Equipment Shelter,12,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056098,SHEL3,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",73056,SMOKING SHELTER,73056,SMOKING SHELTER,7384,Personnel/Equipment Shelter,90,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056099,SHEL4,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",73056,SMOKING SHELTER,73056,SMOKING SHELTER,7384,Personnel/Equipment Shelter,12,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1056100,SHEL5,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",73056,SMOKING SHELTER,73056,SMOKING SHELTER,7384,Personnel/Equipment Shelter,12,SF,0,,5
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1084107,417,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,14129,TRAINING AIDS CENTER,1732,Training Aids Support Building,38247,SF,0,,12
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1107109,75061,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",75061,GRANDSTAND/BLEACHERS,75061,GRANDSTAND/BLEACHERS,7542,Miscellaneous Outdoor Recreation Facility,1,EA,0,,18
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1107110,69030,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",69030,FACILITY INFORMATION SIGN,69030,FACILITY INFORMATION SIGN,6900,"Administrative Structure, Other Than Buildings",25,EA,0,,21
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1107111,69010,ACT,Active,S,Structure,FEE,"U.S. Government owned property, DoD Accountability",69010,FLAGPOLE,69010,FLAGPOLE,6900,"Administrative Structure, Other Than Buildings",2,EA,0,,21
IMCOM,TRAINING,6305,Presidio Of Monterey,6882,6305,Presidio of Monterey,1140900,607,ACT,Active,B,Building,FEE,"U.S. Government owned property, DoD Accountability",17120,GENERAL INSTRUCTION BUILDING,17120,GENERAL INSTRUCTION BUILDING,1711,General Purpose Instruction Building,47000,SF,0,,10
